run_id,snapshot_last_task,evidence_status,official_test_used,cell,task_ids,method_family,trainer_method,S,B,U,planned_rollouts,n_seeds,seeds,mean_extracted_auc,mean_extracted_final,mean_strict_auc,mean_strict_final,mean_natural_eos_final,mean_pass8_final,mean_late_peak_drop_pp,mean_accelerator_hours,seed31_extracted_auc,seed31_extracted_final,seed31_strict_auc,seed31_strict_final,seed31_pass8_final,seed47_extracted_auc,seed47_extracted_final,seed47_strict_auc,seed47_strict_final,seed47_pass8_final,seed73_extracted_auc,seed73_extracted_final,seed73_strict_auc,seed73_strict_final,seed73_pass8_final,se_extracted_auc,mean_extracted_auc_delta_pp,mean_final_extracted_delta_pp,mean_pass8_delta_pp,positive_auc_seeds,passes_all_gates
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B16-U1,319|320|321,PIS,AC-ALG1,32,16,1,16384,3,31|47|73,0.7508463542,0.7533333333,0.7223828125,0.7441666667,0.9741666667,0.9466666667,0.8333333333,1.990055556,0.775234375,0.7775,0.7575,0.7625,0.97,0.714921875,0.7075,0.686328125,0.7025,0.93,0.7623828125,0.775,0.7233203125,0.7675,0.94,0.01834136325,1.41796875,1.666666667,0.3333333333,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B16-U2,322|323|324,PIS,AC-ALG1,32,16,2,16384,3,31|47|73,0.7700911458,0.7991666667,0.7516015625,0.79,0.9875,0.95,1.083333333,2.46362963,0.7821484375,0.7825,0.7699609375,0.775,0.94,0.7368359375,0.79,0.71671875,0.78,0.94,0.7912890625,0.825,0.768125,0.815,0.97,0.01683567064,3.342447917,6.25,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B16-U4,325|326|327,PIS,AC-ALG1,32,16,4,16384,3,31|47|73,0.7823177083,0.7866666667,0.7685546875,0.78,0.9925,0.9433333333,2.75,2.518305556,0.7802734375,0.75,0.7672265625,0.74,0.95,0.76515625,0.8025,0.7553515625,0.8,0.93,0.8015234375,0.8075,0.7830859375,0.8,0.95,0.01054794394,4.565104167,5,0,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B4-U1,328|329|330,GRPO,GRPO,8,4,1,1024,3,31|47|73,0.7492447917,0.7525,0.6942447917,0.7308333333,0.9791666667,0.9633333333,1,0.4945925926,0.77125,0.7725,0.7412890625,0.755,0.98,0.7209375,0.715,0.662109375,0.68,0.94,0.755546875,0.77,0.6793359375,0.7575,0.97,0.01486185391,1.2578125,1.583333333,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B4-U2,331|332|333,GRPO,GRPO,8,4,2,1024,3,31|47|73,0.7536979167,0.7708333333,0.7145572917,0.7583333333,0.9883333333,0.9566666667,0.3333333333,0.4905648148,0.7771484375,0.7775,0.7559765625,0.765,0.97,0.721953125,0.745,0.6796875,0.7225,0.95,0.7619921875,0.79,0.7080078125,0.7875,0.95,0.01646437393,1.703125,3.416666667,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B4-U4,334|335|336,GRPO,GRPO,8,4,4,1024,3,31|47|73,0.7704817708,0.7975,0.7457942708,0.7858333333,0.9775,0.9633333333,0,0.5871851852,0.7850390625,0.81,0.7716015625,0.805,0.97,0.7271484375,0.745,0.698984375,0.73,0.94,0.7992578125,0.8375,0.766796875,0.8225,0.98,0.02205203351,3.381510417,6.083333333,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B8-U1,337|338|339,GRPO,GRPO,8,8,1,2048,3,31|47|73,0.751796875,0.7616666667,0.698671875,0.7441666667,0.9808333333,0.95,0.6666666667,0.6703611111,0.7751171875,0.7925,0.7446484375,0.78,0.96,0.719921875,0.7275,0.6684375,0.6975,0.93,0.7603515625,0.765,0.6829296875,0.755,0.96,0.01649765275,1.513020833,2.5,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B8-U2,340|341|342,GRPO,GRPO,8,8,2,2048,3,31|47|73,0.7564192708,0.7791666667,0.7264583333,0.7725,0.9833333333,0.98,0,0.6603796296,0.7746875,0.79,0.7575,0.785,0.97,0.7296875,0.745,0.6961328125,0.735,0.98,0.7648828125,0.8025,0.7257421875,0.7975,0.99,0.01366227962,1.975260417,4.25,3.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B8-U4,343|344|345,GRPO,GRPO,8,8,4,2048,3,31|47|73,0.7747395833,0.8091666667,0.7490234375,0.7975,0.9891666667,0.97,0,0.7113240741,0.780625,0.8025,0.7580078125,0.7925,0.98,0.755546875,0.805,0.72828125,0.7925,0.96,0.788046875,0.82,0.76078125,0.8075,0.97,0.009832617437,3.807291667,7.25,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B16-U1,346|347|348,GRPO,GRPO,8,16,1,4096,3,31|47|73,0.7508723958,0.7616666667,0.7003385417,0.745,0.9783333333,0.9466666667,0.1666666667,0.8412314815,0.7780078125,0.8,0.749296875,0.78,0.96,0.725078125,0.7275,0.671796875,0.705,0.93,0.74953125,0.7575,0.679921875,0.75,0.95,0.01529419235,1.420572917,2.5,0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B16-U2,349|350|351,GRPO,GRPO,8,16,2,4096,3,31|47|73,0.7591276042,0.7783333333,0.7270703125,0.7666666667,0.9883333333,0.96,0.1666666667,0.9194166667,0.782734375,0.7825,0.7665234375,0.7775,0.98,0.7315625,0.76,0.690390625,0.7425,0.94,0.7630859375,0.7925,0.724296875,0.78,0.96,0.01490404307,2.24609375,4.166666667,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S8-B16-U4,352|353|354,GRPO,GRPO,8,16,4,4096,3,31|47|73,0.7679166667,0.7833333333,0.7442317708,0.7725,0.9883333333,0.9666666667,0.5,1.047305556,0.7785546875,0.7775,0.7658203125,0.7725,0.97,0.7454296875,0.765,0.7181640625,0.755,0.95,0.779765625,0.8075,0.7487109375,0.79,0.98,0.01124892241,3.125,4.666666667,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B4-U1,355|356|357,GRPO,GRPO,16,4,1,2048,3,31|47|73,0.7512109375,0.7533333333,0.7015364583,0.7391666667,0.9816666667,0.9466666667,0.75,0.6149814815,0.7722265625,0.7775,0.748046875,0.7675,0.92,0.7257421875,0.73,0.6658984375,0.7075,0.97,0.7556640625,0.7525,0.6906640625,0.7425,0.95,0.013602353,1.454427083,1.666666667,0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B4-U2,358|359|360,GRPO,GRPO,16,4,2,2048,3,31|47|73,0.7578645833,0.7758333333,0.7233463542,0.765,0.9858333333,0.9466666667,0.5,0.6360277778,0.7765625,0.8,0.762578125,0.7925,0.93,0.7228125,0.745,0.672578125,0.73,0.96,0.77421875,0.7825,0.7348828125,0.7725,0.95,0.01753909633,2.119791667,3.916666667,0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B4-U4,361|362|363,GRPO,GRPO,16,4,4,2048,3,31|47|73,0.7729036458,0.7966666667,0.75203125,0.7883333333,0.9833333333,0.9733333333,0.3333333333,0.70675,0.784921875,0.815,0.7738671875,0.8125,0.98,0.743046875,0.7575,0.717421875,0.7475,0.97,0.7907421875,0.8175,0.7648046875,0.805,0.97,0.01502263939,3.623697917,6,3,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B8-U1,364|365|366,GRPO,GRPO,16,8,1,4096,3,31|47|73,0.75328125,0.765,0.7081901042,0.7533333333,0.9825,0.9466666667,0.4166666667,0.8556203704,0.778984375,0.7975,0.7561328125,0.7875,0.96,0.723046875,0.73,0.6698046875,0.71,0.93,0.7578125,0.7675,0.6986328125,0.7625,0.95,0.01630593089,1.661458333,2.833333333,0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B8-U2,367|368|369,GRPO,GRPO,16,8,2,4096,3,31|47|73,0.75953125,0.7791666667,0.7279817708,0.7658333333,0.9825,0.9666666667,0.8333333333,0.9130925926,0.7739453125,0.765,0.7560546875,0.7525,0.96,0.730234375,0.7625,0.697421875,0.745,0.96,0.7744140625,0.81,0.73046875,0.8,0.98,0.01464906249,2.286458333,4.25,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B8-U4,370|371|372,GRPO,GRPO,16,8,4,4096,3,31|47|73,0.7704557292,0.8091666667,0.7496223958,0.8008333333,0.9866666667,0.9766666667,0.6666666667,1.032574074,0.775390625,0.78,0.7615234375,0.77,0.98,0.7476171875,0.8,0.723984375,0.79,0.96,0.788359375,0.8475,0.763359375,0.8425,0.99,0.01201729806,3.37890625,7.25,3.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B16-U1,373|374|375,GRPO,GRPO,16,16,1,8192,3,31|47|73,0.7500651042,0.7541666667,0.7067317708,0.7416666667,0.9808333333,0.9433333333,0.75,1.376592593,0.7741015625,0.7625,0.748203125,0.7525,0.93,0.7177734375,0.7325,0.6732421875,0.715,0.96,0.7583203125,0.7675,0.69875,0.7575,0.94,0.01677623085,1.33984375,1.75,0,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B16-U2,376|377|378,GRPO,GRPO,16,16,2,8192,3,31|47|73,0.7628385417,0.775,0.7363802083,0.7666666667,0.9908333333,0.9566666667,0.25,1.430444444,0.7908984375,0.795,0.7777734375,0.7925,0.97,0.733671875,0.7525,0.7015234375,0.74,0.96,0.7639453125,0.7775,0.72984375,0.7675,0.94,0.01652915172,2.6171875,3.833333333,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S16-B16-U4,379|380|381,GRPO,GRPO,16,16,4,8192,3,31|47|73,0.7652604167,0.7925,0.7461458333,0.7833333333,0.9833333333,0.9566666667,0,1.782925926,0.7884375,0.8,0.7791796875,0.795,0.96,0.7444140625,0.7725,0.72046875,0.76,0.94,0.7629296875,0.805,0.7387890625,0.795,0.97,0.01276179175,2.859375,5.583333333,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B4-U1,382|383|384,GRPO,GRPO,32,4,1,4096,3,31|47|73,0.7507161458,0.7583333333,0.7082552083,0.7483333333,0.9791666667,0.95,0.5,0.8243703704,0.7723828125,0.7925,0.7490625,0.78,0.96,0.723203125,0.725,0.67703125,0.7125,0.93,0.7565625,0.7575,0.698671875,0.7525,0.96,0.01449477272,1.404947917,2.166666667,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B4-U2,385|386|387,GRPO,GRPO,32,4,2,4096,3,31|47|73,0.7580208333,0.7891666667,0.7312760417,0.7816666667,0.9858333333,0.96,0,0.8507314815,0.7771484375,0.8025,0.7635546875,0.795,0.97,0.7241015625,0.7525,0.691171875,0.7425,0.93,0.7728125,0.8125,0.7391015625,0.8075,0.98,0.01700576166,2.135416667,5.25,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B4-U4,388|389|390,GRPO,GRPO,32,4,4,4096,3,31|47|73,0.7719791667,0.7966666667,0.75171875,0.7908333333,0.9875,0.97,0.6666666667,1.019481481,0.7867578125,0.805,0.771328125,0.795,0.98,0.7317578125,0.7475,0.7100390625,0.7425,0.96,0.797421875,0.8375,0.7737890625,0.835,0.97,0.02034493021,3.53125,6,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B8-U1,391|392|393,GRPO,GRPO,32,8,1,8192,3,31|47|73,0.7563020833,0.765,0.7135546875,0.7558333333,0.9833333333,0.9533333333,0.5833333333,1.284953704,0.7786328125,0.7775,0.7578515625,0.77,0.96,0.728671875,0.735,0.6801171875,0.72,0.94,0.7616015625,0.7825,0.7026953125,0.7775,0.96,0.01466386919,1.963541667,2.833333333,1,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B8-U2,394|395|396,GRPO,GRPO,32,8,2,8192,3,31|47|73,0.76296875,0.785,0.73640625,0.7775,0.99,0.9766666667,0.5,1.3395,0.7784765625,0.7775,0.7652734375,0.7725,0.96,0.73875,0.7725,0.706953125,0.7625,0.98,0.7716796875,0.805,0.7369921875,0.7975,0.99,0.01226730432,2.630208333,4.833333333,3.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B8-U4,397|398|399,GRPO,GRPO,32,8,4,8192,3,31|47|73,0.7772265625,0.795,0.7602213542,0.79,0.9916666667,0.9766666667,0.5833333333,1.580018519,0.774609375,0.795,0.7662890625,0.79,1,0.755234375,0.7625,0.735078125,0.755,0.95,0.8018359375,0.8275,0.779296875,0.825,0.98,0.01351620829,4.055989583,5.833333333,3.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B16-U1,400|401|402,GRPO,GRPO,32,16,1,16384,3,31|47|73,0.7550390625,0.76,0.7162369792,0.7491666667,0.9841666667,0.9533333333,0.5,2.140990741,0.7771484375,0.7725,0.7562109375,0.765,0.96,0.72703125,0.735,0.6828125,0.7175,0.94,0.7609375,0.7725,0.7096875,0.765,0.96,0.01476512552,1.837239583,2.333333333,1,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B16-U2,403|404|405,GRPO,GRPO,32,16,2,16384,3,31|47|73,0.76453125,0.7833333333,0.7398697917,0.7758333333,0.9875,0.96,0.75,2.490333333,0.788203125,0.775,0.7746484375,0.7725,0.98,0.7344921875,0.78,0.705234375,0.7675,0.95,0.7708984375,0.795,0.7397265625,0.7875,0.95,0.01582847655,2.786458333,4.666666667,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,GRPO-S32-B16-U4,406|407|408,GRPO,GRPO,32,16,4,16384,3,31|47|73,0.7795052083,0.8116666667,0.7615625,0.8066666667,0.985,0.9666666667,0.08333333333,2.872814815,0.7880859375,0.7975,0.7772265625,0.7925,0.96,0.763125,0.81,0.7430078125,0.805,0.97,0.7873046875,0.8275,0.764453125,0.8225,0.97,0.008193208705,4.283854167,7.5,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B4-U1,409|410|411,RLOO,RLOO,8,4,1,1024,3,31|47|73,0.7549609375,0.755,0.7204947917,0.745,0.9808333333,0.95,0.8333333333,0.4557685185,0.7815625,0.7825,0.76265625,0.775,0.97,0.7251171875,0.725,0.6820703125,0.705,0.94,0.758203125,0.7575,0.7167578125,0.755,0.94,0.01637479934,1.829427083,1.833333333,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B4-U2,412|413|414,RLOO,RLOO,8,4,2,1024,3,31|47|73,0.7642447917,0.785,0.7411328125,0.7725,0.985,0.9733333333,0.08333333333,0.5142962963,0.7698828125,0.7725,0.756640625,0.7675,0.97,0.7323046875,0.7625,0.7028125,0.7425,0.99,0.790546875,0.82,0.7639453125,0.8075,0.96,0.01704776193,2.7578125,4.833333333,3,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B4-U4,415|416|417,RLOO,RLOO,8,4,4,1024,3,31|47|73,0.7731380208,0.7941666667,0.7531640625,0.7833333333,0.9883333333,0.9633333333,1.833333333,0.509787037,0.790390625,0.7675,0.777265625,0.7625,0.97,0.7245703125,0.76,0.7046875,0.7375,0.96,0.804453125,0.855,0.7775390625,0.85,0.96,0.02462082585,3.647135417,5.75,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B8-U1,418|419|420,RLOO,RLOO,8,8,1,2048,3,31|47|73,0.7600651042,0.7675,0.7264453125,0.7558333333,0.9841666667,0.9466666667,0.25,0.5982314815,0.783125,0.7825,0.7624609375,0.77,0.94,0.7262890625,0.7325,0.6861328125,0.7175,0.93,0.77078125,0.7875,0.7307421875,0.78,0.97,0.017259855,2.33984375,3.083333333,0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B8-U2,421|422|423,RLOO,RLOO,8,8,2,2048,3,31|47|73,0.7727083333,0.7958333333,0.7501171875,0.7866666667,0.98,0.95,0.5,0.6187685185,0.7852734375,0.7875,0.7691015625,0.7775,0.95,0.7355078125,0.7725,0.71125,0.765,0.93,0.79734375,0.8275,0.77,0.8175,0.97,0.01892381369,3.604166667,5.916666667,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B8-U4,424|425|426,RLOO,RLOO,8,8,4,2048,3,31|47|73,0.7871484375,0.8141666667,0.7722786458,0.8083333333,0.9891666667,0.97,1.083333333,0.6666574074,0.779609375,0.81,0.762578125,0.805,0.96,0.761015625,0.795,0.74671875,0.79,0.98,0.8208203125,0.8375,0.8075390625,0.83,0.97,0.01767086358,5.048177083,7.75,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B16-U1,427|428|429,RLOO,RLOO,8,16,1,4096,3,31|47|73,0.7617317708,0.7858333333,0.7269270833,0.7741666667,0.9858333333,0.96,0,0.8470462963,0.7825390625,0.8,0.76546875,0.7925,0.97,0.73453125,0.76,0.691640625,0.7425,0.94,0.768125,0.7975,0.723671875,0.7875,0.97,0.01422254724,2.506510417,4.916666667,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B16-U2,430|431|432,RLOO,RLOO,8,16,2,4096,3,31|47|73,0.7635677083,0.7841666667,0.74203125,0.7775,0.9866666667,0.97,0.25,0.8565277778,0.766953125,0.7775,0.7523046875,0.7725,0.97,0.738125,0.7625,0.71515625,0.7575,0.97,0.785625,0.8125,0.7586328125,0.8025,0.97,0.0138161534,2.690104167,4.75,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S8-B16-U4,433|434|435,RLOO,RLOO,8,16,4,4096,3,31|47|73,0.7825130208,0.8091666667,0.76578125,0.8033333333,0.9933333333,0.9733333333,0.4166666667,0.9529537037,0.7781640625,0.7875,0.768359375,0.785,0.98,0.7663671875,0.8175,0.7488671875,0.8075,0.97,0.8030078125,0.8225,0.7801171875,0.8175,0.97,0.01079844015,4.584635417,7.25,3,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B4-U1,436|437|438,RLOO,RLOO,16,4,1,2048,3,31|47|73,0.7561328125,0.77,0.7258463542,0.7591666667,0.9825,0.96,0.1666666667,0.5895925926,0.7735546875,0.785,0.7595703125,0.775,0.99,0.721328125,0.725,0.680078125,0.7125,0.95,0.773515625,0.8,0.737890625,0.79,0.94,0.0174023474,1.946614583,3.333333333,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B4-U2,439|440|441,RLOO,RLOO,16,4,2,2048,3,31|47|73,0.7676692708,0.7858333333,0.749296875,0.78,0.9916666667,0.9666666667,0.8333333333,0.5783703704,0.780234375,0.7975,0.77015625,0.7925,0.94,0.753984375,0.78,0.7277734375,0.7725,0.97,0.7687890625,0.78,0.7499609375,0.775,0.99,0.007598378665,3.100260417,4.916666667,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B4-U4,442|443|444,RLOO,RLOO,16,4,4,2048,3,31|47|73,0.7842578125,0.8041666667,0.7693489583,0.7908333333,0.9883333333,0.9633333333,2.5,0.6235277778,0.789375,0.8125,0.7822265625,0.805,0.96,0.77171875,0.8,0.75,0.7925,0.96,0.7916796875,0.8,0.7758203125,0.775,0.97,0.006304732677,4.759114583,6.75,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B8-U1,445|446|447,RLOO,RLOO,16,8,1,4096,3,31|47|73,0.7555729167,0.7816666667,0.72765625,0.7725,0.9891666667,0.9633333333,0,0.7629907407,0.7666015625,0.7975,0.75328125,0.7925,0.96,0.7244921875,0.75,0.68671875,0.735,0.95,0.775625,0.7975,0.74296875,0.79,0.98,0.01575716134,1.890625,4.5,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B8-U2,448|449|450,RLOO,RLOO,16,8,2,4096,3,31|47|73,0.7750651042,0.8225,0.7570963542,0.8141666667,0.9883333333,0.9633333333,0,0.8054351852,0.778515625,0.815,0.76703125,0.805,0.98,0.7557421875,0.81,0.730234375,0.8,0.94,0.7909375,0.8425,0.7740234375,0.8375,0.97,0.01030545286,3.83984375,8.583333333,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B8-U4,451|452|453,RLOO,RLOO,16,8,4,4096,3,31|47|73,0.8101822917,0.8375,0.7988020833,0.835,0.9908333333,0.9766666667,0.5833333333,0.9311574074,0.8111328125,0.85,0.8045703125,0.8475,0.99,0.81046875,0.8275,0.7975390625,0.825,0.96,0.8089453125,0.835,0.794296875,0.8325,0.98,0.0006475164979,7.3515625,10.08333333,3.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B16-U1,454|455|456,RLOO,RLOO,16,16,1,8192,3,31|47|73,0.7638541667,0.7825,0.7355208333,0.7733333333,0.9866666667,0.95,0.3333333333,1.221009259,0.780546875,0.7875,0.766640625,0.7825,0.95,0.739296875,0.755,0.7074609375,0.74,0.94,0.77171875,0.805,0.7324609375,0.7975,0.96,0.01254032666,2.71875,4.583333333,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B16-U2,457|458|459,RLOO,RLOO,16,16,2,8192,3,31|47|73,0.7784895833,0.8166666667,0.7591276042,0.8091666667,0.985,0.9733333333,0,1.327240741,0.7958203125,0.825,0.7817578125,0.815,0.95,0.757265625,0.7975,0.7352734375,0.79,0.99,0.7823828125,0.8275,0.7603515625,0.8225,0.98,0.01129873012,4.182291667,8,3,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S16-B16-U4,460|461|462,RLOO,RLOO,16,16,4,8192,3,31|47|73,0.7914973958,0.8225,0.7794791667,0.8166666667,0.9875,0.9766666667,0.4166666667,1.569583333,0.7873828125,0.8075,0.7779296875,0.8025,0.97,0.7854296875,0.8325,0.7722265625,0.825,0.98,0.8016796875,0.8275,0.78828125,0.8225,0.98,0.005122270721,5.483072917,8.583333333,3.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B4-U1,463|464|465,RLOO,RLOO,32,4,1,4096,3,31|47|73,0.761171875,0.7841666667,0.7308333333,0.7708333333,0.98,0.9633333333,0.25,0.7638981481,0.7778515625,0.795,0.762421875,0.7875,0.97,0.7221484375,0.7275,0.685625,0.705,0.95,0.783515625,0.83,0.744453125,0.82,0.97,0.01958010816,2.450520833,4.75,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B4-U2,466|467|468,RLOO,RLOO,32,4,2,4096,3,31|47|73,0.7719010417,0.81,0.753671875,0.8041666667,0.9858333333,0.9633333333,0,0.7940185185,0.7721484375,0.8075,0.7633984375,0.8025,0.97,0.7421484375,0.78,0.7170703125,0.775,0.94,0.80140625,0.8425,0.780546875,0.835,0.98,0.01710670423,3.5234375,7.333333333,2,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B4-U4,469|470|471,RLOO,RLOO,32,4,4,4096,3,31|47|73,0.8005989583,0.8391666667,0.7902083333,0.8341666667,0.9916666667,0.9833333333,0.5833333333,0.8998703704,0.798828125,0.8375,0.79109375,0.8325,0.99,0.783359375,0.8275,0.7705859375,0.82,0.99,0.819609375,0.8525,0.8089453125,0.85,0.97,0.01050186512,6.393229167,10.25,4,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B8-U1,472|473|474,RLOO,RLOO,32,8,1,8192,3,31|47|73,0.7617708333,0.7925,0.7360026042,0.7825,0.985,0.9566666667,0.1666666667,1.18425,0.7784375,0.785,0.7616015625,0.7775,0.97,0.7303125,0.775,0.700390625,0.7625,0.96,0.7765625,0.8175,0.746015625,0.8075,0.94,0.01573847683,2.510416667,5.583333333,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B8-U2,475|476|477,RLOO,RLOO,32,8,2,8192,3,31|47|73,0.7786328125,0.8125,0.7619661458,0.8041666667,0.9933333333,0.9666666667,0.25,1.290287037,0.784140625,0.805,0.7740234375,0.8025,0.98,0.75078125,0.8025,0.7280859375,0.79,0.98,0.8009765625,0.83,0.7837890625,0.82,0.94,0.0147495124,4.196614583,7.583333333,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B8-U4,478|479|480,RLOO,RLOO,32,8,4,8192,3,31|47|73,0.8016276042,0.8275,0.7906770833,0.8233333333,0.9883333333,0.96,1.083333333,1.468333333,0.810078125,0.84,0.7996875,0.835,0.98,0.7833203125,0.8025,0.7719921875,0.7975,0.95,0.811484375,0.84,0.8003515625,0.8375,0.95,0.009162643012,6.49609375,9.083333333,1.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B16-U1,481|482|483,RLOO,RLOO,32,16,1,16384,3,31|47|73,0.7596875,0.7833333333,0.7325,0.7675,0.9858333333,0.9666666667,0,2.049324074,0.770703125,0.785,0.7565234375,0.775,0.97,0.7400390625,0.765,0.709296875,0.7525,0.96,0.7683203125,0.8,0.7316796875,0.775,0.97,0.009848270085,2.302083333,4.666666667,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B16-U2,484|485|486,RLOO,RLOO,32,16,2,16384,3,31|47|73,0.7824869792,0.8116666667,0.7658333333,0.8041666667,0.9883333333,0.97,0.4166666667,2.226972222,0.793046875,0.82,0.7854296875,0.8125,0.98,0.764140625,0.7825,0.745625,0.775,0.97,0.7902734375,0.8325,0.7664453125,0.825,0.96,0.009208049419,4.58203125,7.5,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,RLOO-S32-B16-U4,487|488|489,RLOO,RLOO,32,16,4,16384,3,31|47|73,0.7976171875,0.8141666667,0.7842838542,0.8075,0.9875,0.9666666667,1.333333333,2.764814815,0.7912890625,0.8175,0.784140625,0.8125,0.95,0.783046875,0.795,0.7716796875,0.79,0.97,0.818515625,0.83,0.79703125,0.82,0.98,0.01071668374,6.095052083,7.75,2.333333333,3,True
